DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2016-11-25	26831199	Pattaro C	2016-01-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26831199	Genetic associations at 53 loci highlight cell types and biological pathways relevant for kidney function.	Chronic kidney disease	12,385 European ancestry cases, 104,780 European ancestry controls	33,972 European ancestry individuals	15q21.1	15	45406595	GATM	SPATA5L1			ENSG00000171763	NA	NA	rs2467853-G	rs2467853	0	2467853	intron_variant	0	0.38	2E-11	10.698970004336		1.1111112	[1.08-1.15]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2016-11-25	26831199	Pattaro C	2016-01-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26831199	Genetic associations at 53 loci highlight cell types and biological pathways relevant for kidney function.	Chronic kidney disease	12,385 European ancestry cases, 104,780 European ancestry controls	33,972 European ancestry individuals	16p12.3	16	20355185	UMOD	UMOD			ENSG00000169344	NA	NA	rs13329952-T	rs13329952	0	13329952	intron_variant	0	0.81	2E-25	24.698970004336		1.24	[1.19-1.29]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	11q21	11	94990459	KDM4D	KDM4D			ENSG00000186280	NA	NA	rs12285658-?	rs12285658	0	12285658	intron_variant	0	0.9	4E-6	5.39794000867204	(AA, dominant )	1.4285715		Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	11p15.1	11	18717171	IGSF22	IGSF22, AC103974.1			ENSG00000179057, ENSG00000254966	NA	NA	rs10766496-?	rs10766496	0	10766496	intron_variant	0	0.79	5E-6	5.30102999566398	(AA, dominant )	1.3333333		Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	6q25.2	6	154633286	SCAF8, CNKSR3	AL591419.1 - AL591499.1	ENSG00000231316	ENSG00000205625		27332	73357	rs12523822-?	rs12523822	0	12523822	intergenic_variant	1	0.74	6E-9	8.22184874961636	(American Indian, dominant )	1.754386		Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	8q24.13	8	123077286	WDR67	TBC1D31			ENSG00000156787	NA	NA	rs13254600-?	rs13254600	0	13254600	intron_variant	0	0.77	6E-8	7.22184874961636	(American Indian, dominant )	1.724138		Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	7q36.1	7	152565713	XRCC2	LINC01003 - AC104843.2	ENSG00000261455	ENSG00000231139		100164	24928	rs10952362-C	rs10952362	0	10952362	regulatory_region_variant	1	0.5	2E-7	6.69897000433602	(American Indian, additive )	1.42	[1.24-1.63]	Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	4q32.1	4	155712034	GUCY1A3	GUCY1A1			ENSG00000164116	NA	NA	rs10019835-?	rs10019835	0	10019835	intron_variant	0	0.63	5E-7	6.30102999566398	(American Indian, additive )	1.4285715		Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	2q24.2	2	162832637	KCNH7	KCNH7			ENSG00000184611	NA	NA	rs4667466-T	rs4667466	0	4667466	intron_variant	0	0.39	1E-6	6	(American Indian, additive )	1.39	[1.21-1.58]	Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	3p14.1	3	67407074	SUCLG2	SUCLG2			ENSG00000172340	NA	NA	rs4453858-?	rs4453858	0	4453858	intron_variant	0	0.41	2E-6	5.69897000433602	(American Indian, additive )	1.4084507		Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	12q23.3	12	107407624	BTBD11	BTBD11			ENSG00000151136	NA	NA	rs10778560-C	rs10778560	0	10778560	intron_variant	0	0.07	2E-6	5.69897000433602	(American Indian, dominant )	2.11	[1.56-2.86]	Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	2q31.1	2	172453843	ITGA6	ITGA6			ENSG00000091409	NA	NA	rs13421350-?	rs13421350	0	13421350	intron_variant	0	0.85	3E-6	5.52287874528034	(American Indian, additive )	1.5873016		Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	3q13.31	3	117045163	NR	LSAMP			ENSG00000185565	NA	NA	rs12497655-?	rs12497655	0	12497655	intron_variant	0	0.73	3E-6	5.52287874528034	(American Indian, additive )	1.4285715		Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	8p23.2	8	6124750	NR	AC009435.1			ENSG00000253880	NA	NA	rs2077212-G	rs2077212	0	2077212	intron_variant	0	0.48	4E-6	5.39794000867204	(American Indian, additive )	1.36	[1.20-1.55]	Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	12q24.21	12	115716849	MED13L	AC009803.1 - RN7SL865P	ENSG00000257407	ENSG00000240205		77115	876	rs7975752-G	rs7975752	0	7975752	intergenic_variant	1	0.25	2E-6	5.69897000433602	(Mexican, dominant )	1.76	[1.39-2.21]	Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	7q35	7	147709170	CNTNAP2	CNTNAP2			ENSG00000174469	NA	NA	rs731565-T	rs731565	0	731565	intron_variant	0	0.2	4E-6	5.39794000867204	(Mexican, additive )	1.58	[1.30-1.92]	Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	16q12.2	16	55180181	NR	AC109136.1 - AC109462.1	ENSG00000285775	ENSG00000259283		130863	79788	rs728571-?	rs728571	0	728571	regulatory_region_variant	1	0.61	6E-6	5.22184874961636	(Mexican, additive )	1.4925373		Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	2p25.2	2	4561337	SOX11	NPM1P48 - LINC01249	ENSG00000231821	ENSG00000231532		46281	66879	rs4849965-C	rs4849965	0	4849965	regulatory_region_variant	1	0.28	6E-6	5.22184874961636	(Mexican, additive )	1.5	[1.26-1.79]	Affymetrix [NR]	N
2016-08-16	26305897	Iyengar SK	2015-08-25	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26305897	Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).	Diabetic kidney disease	1,564 African American cases, 369  African American diabetic controls, 1,288 African American non-diabetic controls, 538 American Indian ancestry cases, 319 American Indian ancestry diabetic controls, 342 European ancestry cases, 404 European ancestry diabetic controls, 779 Mexican ancestry cases, 594 Mexican ancestry diabetic controls	950 African American cases, 50 African American diabetic controls, 1,887 African American non-diabetic controls, 471 American Indian ancestry cases, 340 American Indian ancestry diabetic controls, 486 American Indian ancestry non-diabetic controls, 582 European ancestry ancestry cases, 205 European ancestry diabetic controls, 2,568 European ancestry non-diabetic controls	4p13	4	42855556	NR	AC096734.1 - RN7SKP82	ENSG00000251517	ENSG00000252595		148221	36840	rs10004231-?	rs10004231	0	10004231	intergenic_variant	1	0.78	8E-6	5.09691001300806	(Mexican, recessive )	5.882353		Affymetrix [NR]	N
