Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMUSG00000070107	ENSG00000207656	MIR489	Mir489
ENSMUSG00000088679	ENSG00000239007	RNU7-95P	Gm23665
ENSMUSG00000088432	ENSG00000252962	RNU6-993P	Gm25384
ENSMUSG00000094799	ENSG00000135899	SP110	AC125149.4
ENSMUSG00000088138	ENSG00000199272	RNU6-349P	Gm22894
ENSMUSG00000088138	ENSG00000207270	RNU6-601P	Gm22894
ENSMUSG00000088138	ENSG00000283249	AC084854.1	Gm22894
ENSMUSG00000065027	ENSG00000202313	RNU1-64P	Gm25201
ENSMUSG00000075829	ENSG00000200997	RNVU1-34	Gm23692
ENSMUSG00000094049	ENSG00000212428	AC124303.1	Gm26283
ENSMUSG00000094049	ENSG00000212528	SNORD115-47	Gm26283
ENSMUSG00000065606	ENSG00000198987	MIR16-2	Mir16-2
ENSMUSG00000065563	ENSG00000199024	MIR103A2	Mir103-2
ENSMUSG00000084552	ENSG00000239122	RNU2-11P	Gm24840
ENSMUSG00000084740	ENSG00000199921	RNU6-161P	Gm25294
ENSMUSG00000088708	ENSG00000202017	RNU6-806P	Gm25558
ENSMUSG00000089235	ENSG00000251992	SCARNA17	Gm23119
ENSMUSG00000087875	ENSG00000283575	AL358434.1	Gm26104
ENSMUSG00000065751	ENSG00000252847	RNU2-46P	Gm23345
ENSMUSG00000064444	ENSG00000199360	RNU6-1115P	Gm26227
ENSMUSG00000088518	ENSG00000202231	Z95327.1	Gm24438
ENSMUSG00000088518	ENSG00000199282	AL356754.1	Gm24438
ENSMUSG00000094741	ENSG00000232423	PRAMEF6	AC140325.2
ENSMUSG00000094741	ENSG00000204505	PRAMEF9	AC140325.2
ENSMUSG00000094741	ENSG00000204479	PRAMEF17	AC140325.2
ENSMUSG00000094741	ENSG00000237700	PRAMEF33	AC140325.2
ENSMUSG00000094741	ENSG00000204501	PRAMEF15	AC140325.2
ENSMUSG00000094741	ENSG00000204480	PRAMEF19	AC140325.2
ENSMUSG00000094741	ENSG00000229571	PRAMEF25	AC140325.2
ENSMUSG00000094741	ENSG00000116721	PRAMEF1	AC140325.2
ENSMUSG00000094741	ENSG00000204481	PRAMEF14	AC140325.2
ENSMUSG00000094741	ENSG00000243073	PRAMEF4	AC140325.2
ENSMUSG00000094741	ENSG00000270601	PRAMEF5	AC140325.2
ENSMUSG00000094741	ENSG00000187545	PRAMEF10	AC140325.2
ENSMUSG00000094741	ENSG00000279169	PRAMEF13	AC140325.2
ENSMUSG00000094741	ENSG00000116726	PRAMEF12	AC140325.2
ENSMUSG00000094741	ENSG00000280267	PRAMEF26	AC140325.2
ENSMUSG00000094741	ENSG00000239810	PRAMEF11	AC140325.2
ENSMUSG00000094741	ENSG00000274764	PRAMEF27	AC140325.2
ENSMUSG00000094741	ENSG00000204478	PRAMEF20	AC140325.2
ENSMUSG00000094741	ENSG00000182330	PRAMEF8	AC140325.2
ENSMUSG00000094741	ENSG00000120952	PRAMEF2	AC140325.2
ENSMUSG00000094741	ENSG00000204510	PRAMEF7	AC140325.2
ENSMUSG00000094741	ENSG00000279804	PRAMEF18	AC140325.2
ENSMUSG00000065040	ENSG00000212172	RNU1-149P	Gm24977
ENSMUSG00000065040	ENSG00000206687	RNU1-109P	Gm24977
ENSMUSG00000065040	ENSG00000200296	RNU1-83P	Gm24977
ENSMUSG00000065494	ENSG00000207651	MIR28	Mir28a
ENSMUSG00000065319	ENSG00000201954	RNU6-673P	Gm26066
ENSMUSG00000089399	ENSG00000206777	RNU6-637P	Gm23312
ENSMUSG00000105400	ENSG00000281394	SCARNA4	Gm22897
ENSMUSG00000105400	ENSG00000280466	SCARNA4	Gm22897
ENSMUSG00000064831	ENSG00000207033	RNU6-154P	Gm25698
ENSMUSG00000064943	ENSG00000253089	RNU1-104P	Gm23240
ENSMUSG00000064489	ENSG00000202337	RNU6-8	Gm23296
ENSMUSG00000064489	ENSG00000201654	RNU6-7	Gm23296
ENSMUSG00000096913	ENSG00000212428	AC124303.1	Gm24866
ENSMUSG00000096913	ENSG00000212528	SNORD115-47	Gm24866
ENSMUSG00000064487	ENSG00000200413	SNORD114-26	Gm23736
ENSMUSG00000064487	ENSG00000200406	SNORD114-23	Gm23736
ENSMUSG00000064487	ENSG00000202191	SNORD113-1	Gm23736
ENSMUSG00000064487	ENSG00000222185	AL132709.6	Gm23736
ENSMUSG00000064487	ENSG00000201689	SNORD114-29	Gm23736
ENSMUSG00000064487	ENSG00000200612	SNORD114-25	Gm23736
ENSMUSG00000064487	ENSG00000200279	SNORD114-10	Gm23736
ENSMUSG00000064487	ENSG00000201318	SNORD114-30	Gm23736
ENSMUSG00000064487	ENSG00000272474	SNORD113-5	Gm23736
ENSMUSG00000064487	ENSG00000200480	SNORD114-28	Gm23736
ENSMUSG00000064487	ENSG00000202048	SNORD114-20	Gm23736
ENSMUSG00000065603	ENSG00000207732	MIR218-1	Mir218-1
ENSMUSG00000065445	ENSG00000284182	MIR143	Mir143
ENSMUSG00000065388	ENSG00000200997	RNVU1-34	Gm23099
ENSMUSG00000088310	ENSG00000251992	SCARNA17	Gm26183
ENSMUSG00000065532	ENSG00000207797	MIR187	Mir187
ENSMUSG00000064899	ENSG00000200463	SNORD118	Snord118
ENSMUSG00000095052	ENSG00000201642	RNU6-865P	Gm25672
ENSMUSG00000064717	ENSG00000200463	SNORD118	Gm24208
ENSMUSG00000105187	ENSG00000280496	SNORA17B	Gm23377
ENSMUSG00000105187	ENSG00000252461	AC133550.1	Gm23377
ENSMUSG00000087973	ENSG00000212228	AC009121.2	Gm23716
ENSMUSG00000089239	ENSG00000222937	SNORD63B	Gm22200
ENSMUSG00000089239	ENSG00000251987	AC005905.1	Gm22200
ENSMUSG00000064741	ENSG00000202479	AC013267.1	Snord14a
ENSMUSG00000064741	ENSG00000201403	SNORD14B	Snord14a
ENSMUSG00000095182	ENSG00000212428	AC124303.1	Gm26374
ENSMUSG00000095182	ENSG00000212528	SNORD115-47	Gm26374
ENSMUSG00000088059	ENSG00000252213	SNORA74D	Mir1949
ENSMUSG00000065047	ENSG00000199546	AC121247.1	Gm24045
ENSMUSG00000065047	ENSG00000201371	AC016597.1	Gm24045
ENSMUSG00000095250	ENSG00000135899	SP110	AC133103.4
ENSMUSG00000092837	ENSG00000277209	RPPH1	Rpph1
ENSMUSG00000088368	ENSG00000200966	RN7SKP87	Gm26323
ENSMUSG00000095585	ENSG00000172724	CCL19	CR974586.2
ENSMUSG00000065430	ENSG00000207789	MIR26A2	Mir26a-2
ENSMUSG00000076309	ENSG00000284386	MIR147B	Mir147
ENSMUSG00000096202	ENSG00000206685	RNU6-1189P	Gm22069
ENSMUSG00000093056	ENSG00000244194	RN7SL218P	Gm24812
ENSMUSG00000096627	ENSG00000200424	RNU6-1155P	Gm25024
ENSMUSG00000105025	ENSG00000238297	AC005046.1	Rnu3b1
ENSMUSG00000105025	ENSG00000221633	AC016948.1	Rnu3b1
ENSMUSG00000105025	ENSG00000221400	SNORD3J	Rnu3b1
ENSMUSG00000094293	ENSG00000186788	SPATA31D3	Gm3893
ENSMUSG00000094293	ENSG00000189357	SPATA31D4	Gm3893
ENSMUSG00000094293	ENSG00000214929	SPATA31D1	Gm3893
ENSMUSG00000065028	ENSG00000207171	AC079926.1	Gm25200
ENSMUSG00000088240	ENSG00000278010	AL627230.4	Gm22915
ENSMUSG00000088240	ENSG00000252014	AC107393.2	Gm22915
ENSMUSG00000088240	ENSG00000252199	AC018692.1	Gm22915
ENSMUSG00000088240	ENSG00000252724	CR769767.2	Gm22915
ENSMUSG00000088240	ENSG00000252133	AL590399.7	Gm22915
ENSMUSG00000088240	ENSG00000276094	AL591926.2	Gm22915
ENSMUSG00000088483	ENSG00000222784	RN7SKP91	Gm23642
ENSMUSG00000065424	ENSG00000284447	MIR9-2	Mir9-2
ENSMUSG00000065782	ENSG00000277846	SNORD30	Gm22680
ENSMUSG00000088918	ENSG00000206631	RNU6-657P	Gm22612
ENSMUSG00000065516	ENSG00000283844	MIR214	Mir214
ENSMUSG00000084648	ENSG00000212366	RNU6-1246P	Gm24378
ENSMUSG00000065587	ENSG00000207562	MIR34C	Mir34c
ENSMUSG00000089256	ENSG00000253006	RN7SKP283	Gm25717
ENSMUSG00000065447	ENSG00000199145	MIR302D	Mir302d
ENSMUSG00000064720	ENSG00000200413	SNORD114-26	Gm25856
ENSMUSG00000064720	ENSG00000200406	SNORD114-23	Gm25856
ENSMUSG00000064720	ENSG00000202191	SNORD113-1	Gm25856
ENSMUSG00000064720	ENSG00000222185	AL132709.6	Gm25856
ENSMUSG00000064720	ENSG00000201689	SNORD114-29	Gm25856
ENSMUSG00000064720	ENSG00000200612	SNORD114-25	Gm25856
ENSMUSG00000064720	ENSG00000200279	SNORD114-10	Gm25856
ENSMUSG00000064720	ENSG00000201318	SNORD114-30	Gm25856
ENSMUSG00000064720	ENSG00000272474	SNORD113-5	Gm25856
ENSMUSG00000064720	ENSG00000200480	SNORD114-28	Gm25856
ENSMUSG00000064720	ENSG00000202048	SNORD114-20	Gm25856
ENSMUSG00000065095	ENSG00000199633	AC090260.1	Gm23679
ENSMUSG00000065095	ENSG00000202449	AC093777.1	Gm23679
ENSMUSG00000065095	ENSG00000199473	AC019117.1	Gm23679
ENSMUSG00000065095	ENSG00000201791	AL162255.1	Gm23679
ENSMUSG00000064941	ENSG00000200903	RNU1-42P	Gm23238
ENSMUSG00000065580	ENSG00000207779	MIR15B	Mir15b
ENSMUSG00000089318	ENSG00000222583	RN7SKP222	Gm23179
ENSMUSG00000089318	ENSG00000200475	RN7SKP162	Gm23179
ENSMUSG00000096814	ENSG00000212428	AC124303.1	Gm25085
ENSMUSG00000096814	ENSG00000212528	SNORD115-47	Gm25085
ENSMUSG00000094400	ENSG00000206803	RNU6-968P	Gm23140
ENSMUSG00000088536	ENSG00000212228	AC009121.2	Gm23278
ENSMUSG00000094474	ENSG00000232423	PRAMEF6	AC123873.2
ENSMUSG00000094474	ENSG00000204505	PRAMEF9	AC123873.2
ENSMUSG00000094474	ENSG00000204479	PRAMEF17	AC123873.2
ENSMUSG00000094474	ENSG00000237700	PRAMEF33	AC123873.2
ENSMUSG00000094474	ENSG00000204501	PRAMEF15	AC123873.2
ENSMUSG00000094474	ENSG00000204480	PRAMEF19	AC123873.2
ENSMUSG00000094474	ENSG00000229571	PRAMEF25	AC123873.2
ENSMUSG00000094474	ENSG00000116721	PRAMEF1	AC123873.2
ENSMUSG00000094474	ENSG00000204481	PRAMEF14	AC123873.2
ENSMUSG00000094474	ENSG00000243073	PRAMEF4	AC123873.2
ENSMUSG00000094474	ENSG00000270601	PRAMEF5	AC123873.2
ENSMUSG00000094474	ENSG00000187545	PRAMEF10	AC123873.2
ENSMUSG00000094474	ENSG00000279169	PRAMEF13	AC123873.2
ENSMUSG00000094474	ENSG00000116726	PRAMEF12	AC123873.2
ENSMUSG00000094474	ENSG00000280267	PRAMEF26	AC123873.2
ENSMUSG00000094474	ENSG00000239810	PRAMEF11	AC123873.2
ENSMUSG00000094474	ENSG00000274764	PRAMEF27	AC123873.2
ENSMUSG00000094474	ENSG00000204478	PRAMEF20	AC123873.2
ENSMUSG00000094474	ENSG00000182330	PRAMEF8	AC123873.2
ENSMUSG00000094474	ENSG00000120952	PRAMEF2	AC123873.2
ENSMUSG00000094474	ENSG00000204510	PRAMEF7	AC123873.2
ENSMUSG00000094474	ENSG00000279804	PRAMEF18	AC123873.2
ENSMUSG00000070076	ENSG00000207608	MIR127	Mir127
ENSMUSG00000088529	ENSG00000275143	SCARNA16	Gm26083
ENSMUSG00000095428	ENSG00000212428	AC124303.1	Gm24418
ENSMUSG00000095428	ENSG00000212528	SNORD115-47	Gm24418
ENSMUSG00000093958	ENSG00000212428	AC124303.1	Gm24495
ENSMUSG00000093958	ENSG00000212528	SNORD115-47	Gm24495
ENSMUSG00000065068	ENSG00000274059	RNA5SP534	n-R5s5
ENSMUSG00000065344	ENSG00000207201	RNU1-148P	Gm25581
ENSMUSG00000088093	ENSG00000277209	RPPH1	Gm22811
ENSMUSG00000065327	ENSG00000222343	RN7SKP139	Gm22058
ENSMUSG00000088505	ENSG00000252481	SCARNA13	Gm26489
ENSMUSG00000089391	ENSG00000222472	RN7SKP7	Gm23020
ENSMUSG00000089391	ENSG00000252794	RN7SKP60	Gm23020
ENSMUSG00000015126	ENSG00000007520	TSR3	Tsr3
ENSMUSG00000065549	ENSG00000207730	MIR200B	Mir200b
ENSMUSG00000088057	ENSG00000222213	RNU6-588P	Gm26149
ENSMUSG00000088025	ENSG00000252350	RPPH1-3P	Rprl3
ENSMUSG00000088221	ENSG00000200107	RNU6-1249P	Gm22602
ENSMUSG00000088221	ENSG00000201752	RNU6-119P	Gm22602
ENSMUSG00000064517	ENSG00000200522	RNU6-957P	Gm22454
ENSMUSG00000093843	ENSG00000222985	RNU2-14P	Gm25939
ENSMUSG00000093843	ENSG00000222627	RNU2-37P	Gm25939
ENSMUSG00000093843	ENSG00000222724	RNU2-63P	Gm25939
ENSMUSG00000084421	ENSG00000271907	SNORA35B	Gm25107
ENSMUSG00000093860	ENSG00000212428	AC124303.1	Gm22632
ENSMUSG00000093860	ENSG00000212528	SNORD115-47	Gm22632
ENSMUSG00000076275	ENSG00000284010	MIR675	Mir675
ENSMUSG00000035521	ENSG00000090581	GNPTG	Gnptg
ENSMUSG00000088692	ENSG00000202199	RNU1-115P	Gm23838
ENSMUSG00000088692	ENSG00000201493	RNU1-141P	Gm23838
ENSMUSG00000064682	ENSG00000222973	RNU2-25P	Gm25813
ENSMUSG00000065926	ENSG00000207041	RNU6-3P	Gm22798
ENSMUSG00000093227	ENSG00000221479	MIR1251	Mir1251
ENSMUSG00000089293	ENSG00000252815	RNU6-410P	Gm23210
ENSMUSG00000089293	ENSG00000212459	RNU6-695P	Gm23210
ENSMUSG00000084647	ENSG00000212466	RNU6-952P	Gm24382
ENSMUSG00000084647	ENSG00000252914	RNU6-789P	Gm24382
ENSMUSG00000084647	ENSG00000251711	RNU6-632P	Gm24382
ENSMUSG00000084647	ENSG00000223306	RNU6-1304P	Gm24382
ENSMUSG00000084647	ENSG00000252252	RNU6-687P	Gm24382
ENSMUSG00000065281	ENSG00000252128	AL158032.1	Gm24452
ENSMUSG00000106233	ENSG00000207866	MIR514A2	Mir509
ENSMUSG00000106233	ENSG00000207867	MIR514A3	Mir509
ENSMUSG00000106233	ENSG00000208000	MIR509-1	Mir509
ENSMUSG00000106233	ENSG00000212014	MIR509-3	Mir509
ENSMUSG00000106233	ENSG00000207868	MIR514A1	Mir509
ENSMUSG00000106233	ENSG00000252583	MIR514B	Mir509
ENSMUSG00000096506	ENSG00000172724	CCL19	CR974586.4
ENSMUSG00000065460	ENSG00000284508	MIR133A2	Mir133a-2
ENSMUSG00000065721	ENSG00000199303	AL035087.1	Gm26168
ENSMUSG00000094095	ENSG00000212428	AC124303.1	Gm25648
ENSMUSG00000094095	ENSG00000212528	SNORD115-47	Gm25648
ENSMUSG00000088234	ENSG00000252783	RNU6-835P	Gm25423
ENSMUSG00000088234	ENSG00000252023	RNU6-581P	Gm25423
ENSMUSG00000088234	ENSG00000201390	RNU6-1141P	Gm25423
ENSMUSG00000088234	ENSG00000207364	RNU6-939P	Gm25423
ENSMUSG00000088234	ENSG00000253063	RNU6-494P	Gm25423
ENSMUSG00000088234	ENSG00000252685	RNU6-928P	Gm25423
ENSMUSG00000076500	ENSG00000243238	IGKV2-30	Gm20730
ENSMUSG00000076500	ENSG00000239571	IGKV2D-30	Gm20730
ENSMUSG00000088395	ENSG00000252595	RN7SKP82	Gm26313
ENSMUSG00000088395	ENSG00000252322	RN7SKP244	Gm26313
ENSMUSG00000088622	ENSG00000199327	RNU6-230P	Gm23316
ENSMUSG00000064877	ENSG00000202216	AC096587.1	Gm23377
ENSMUSG00000064877	ENSG00000199815	AC034186.1	Gm23377
ENSMUSG00000065235	ENSG00000283313	AC021989.1	Gm22974
ENSMUSG00000065235	ENSG00000201474	RNU6-164P	Gm22974
ENSMUSG00000065642	ENSG00000206622	SNORA69	Snora69
ENSMUSG00000065642	ENSG00000212206	AC135178.1	Snora69
ENSMUSG00000087720	ENSG00000252320	RNU6-320P	Gm26279
ENSMUSG00000065037	ENSG00000201201	RN7SKP118	Rn7sk
ENSMUSG00000088637	ENSG00000252797	RN7SKP272	Gm22316
ENSMUSG00000064725	ENSG00000272296	SNORD96A	Snord96a
ENSMUSG00000088176	ENSG00000253010	RN7SKP256	Gm23094
ENSMUSG00000064992	ENSG00000271923	RNU6-86P	Gm22421
ENSMUSG00000065261	ENSG00000252890	RNU6-699P	Gm23452
ENSMUSG00000065261	ENSG00000200281	RNU6-624P	Gm23452
ENSMUSG00000094538	ENSG00000212428	AC124303.1	Gm25741
ENSMUSG00000094538	ENSG00000212528	SNORD115-47	Gm25741
ENSMUSG00000096496	ENSG00000212428	AC124303.1	Gm25646
ENSMUSG00000096496	ENSG00000212528	SNORD115-47	Gm25646
ENSMUSG00000094508	ENSG00000212428	AC124303.1	Gm26230
ENSMUSG00000094508	ENSG00000212528	SNORD115-47	Gm26230
ENSMUSG00000065407	ENSG00000207926	MIR135A1	Mir135a-1
ENSMUSG00000064901	ENSG00000199293	SNORA21	Snora21
ENSMUSG00000088494	ENSG00000252556	RNU6-256P	Gm24399
ENSMUSG00000065875	ENSG00000206674	RNU6-945P	Gm25684
ENSMUSG00000105120	ENSG00000281394	SCARNA4	Gm26413
ENSMUSG00000105120	ENSG00000280466	SCARNA4	Gm26413
ENSMUSG00000065557	ENSG00000199030	MIRLET7C	Mirlet7c-1
ENSMUSG00000087924	ENSG00000212482	RNU6-530P	Gm23231
ENSMUSG00000095645	ENSG00000199352	RNA5S1	n-R5s143
ENSMUSG00000065537	ENSG00000267200	MIR132	Mir132
ENSMUSG00000098617	ENSG00000276919	AL117190.7	Gm27300
ENSMUSG00000099318	ENSG00000275856	AL669914.2	Gm27735
ENSMUSG00000065674	ENSG00000207003	RNU6-611P	Gm24259
ENSMUSG00000099192	ENSG00000278643	AC006127.1	Gm27373
ENSMUSG00000064585	ENSG00000199266	SNORA60	Gm25129
ENSMUSG00000104857	ENSG00000281159	AC112786.1	Gm26413
ENSMUSG00000070235	ENSG00000200857	AC004966.1	Gm26329
ENSMUSG00000070235	ENSG00000201690	RNY1P2	Gm26329
ENSMUSG00000070235	ENSG00000222509	AC007405.1	Gm26329
ENSMUSG00000070235	ENSG00000200174	AL162739.1	Gm26329
ENSMUSG00000070235	ENSG00000206959	AL157838.2	Gm26329
ENSMUSG00000070235	ENSG00000195401	AL513534.1	Gm26329
ENSMUSG00000064811	ENSG00000207503	AP001610.1	Gm22358
ENSMUSG00000064811	ENSG00000206799	SNORA32	Gm22358
ENSMUSG00000064811	ENSG00000206776	AC021733.1	Gm22358
ENSMUSG00000064811	ENSG00000201384	AC007375.1	Gm22358
ENSMUSG00000088768	ENSG00000207327	RNU6-883P	Gm25494
ENSMUSG00000093137	ENSG00000251889	RNU4-49P	Gm25995
ENSMUSG00000088845	ENSG00000206762	RNU6-418P	Gm26355
ENSMUSG00000094465	ENSG00000212428	AC124303.1	Gm24306
ENSMUSG00000094465	ENSG00000212528	SNORD115-47	Gm24306
ENSMUSG00000075968	ENSG00000212428	AC124303.1	Gm25089
ENSMUSG00000075968	ENSG00000212528	SNORD115-47	Gm25089
ENSMUSG00000065408	ENSG00000199177	MIR31	Mir31
ENSMUSG00000064732	ENSG00000252491	RNU1-142P	Gm23447
ENSMUSG00000088119	ENSG00000252391	RNU6-638P	Gm24060
ENSMUSG00000064952	ENSG00000199411	AL929554.1	Gm24920
ENSMUSG00000065462	ENSG00000207713	MIR200C	Mir200c
ENSMUSG00000088524	ENSG00000238942	SNORD2	Snord2
ENSMUSG00000088524	ENSG00000238707	AC025039.1	Snord2
ENSMUSG00000089057	ENSG00000222796	RNU6-383P	Gm23349
ENSMUSG00000095379	ENSG00000200701	RNU6-674P	Gm22108
ENSMUSG00000089113	ENSG00000277209	RPPH1	Gm22902
ENSMUSG00000089071	ENSG00000201658	RNU6-283P	Gm24499
ENSMUSG00000089071	ENSG00000207385	RNU6-310P	Gm24499
ENSMUSG00000089071	ENSG00000201015	RNU6-280P	Gm24499
ENSMUSG00000089071	ENSG00000199731	RNU6-1079P	Gm24499
ENSMUSG00000089071	ENSG00000207160	RNU6-1289P	Gm24499
ENSMUSG00000089071	ENSG00000223015	RNU6-1135P	Gm24499
ENSMUSG00000089071	ENSG00000206684	RNU6-157P	Gm24499
ENSMUSG00000089541	ENSG00000252025	RNU6-982P	Gm25834
ENSMUSG00000089541	ENSG00000252979	RNU6-165P	Gm25834
ENSMUSG00000089541	ENSG00000251843	RNU6-803P	Gm25834
ENSMUSG00000089541	ENSG00000252063	RNU6-1041P	Gm25834
ENSMUSG00000089541	ENSG00000252734	RNU6-980P	Gm25834
ENSMUSG00000089541	ENSG00000252191	RNU6-751P	Gm25834
ENSMUSG00000065315	ENSG00000201826	RNU6-867P	Gm26064
ENSMUSG00000065547	ENSG00000207752	MIR199A1	Mir199a-1
ENSMUSG00000088228	ENSG00000278010	AL627230.4	Gm22603
ENSMUSG00000088228	ENSG00000252014	AC107393.2	Gm22603
ENSMUSG00000088228	ENSG00000252199	AC018692.1	Gm22603
ENSMUSG00000088228	ENSG00000252724	CR769767.2	Gm22603
ENSMUSG00000088228	ENSG00000252133	AL590399.7	Gm22603
ENSMUSG00000088228	ENSG00000276094	AL591926.2	Gm22603
ENSMUSG00000106493	ENSG00000207933	MIR9-1	Mir9-1
ENSMUSG00000088596	ENSG00000253084	RNU6-840P	Gm24602
ENSMUSG00000087941	ENSG00000239007	RNU7-95P	Gm27635
ENSMUSG00000089536	ENSG00000252906	SCARNA3	Scarna3a
ENSMUSG00000088050	ENSG00000239007	RNU7-95P	Gm26151
ENSMUSG00000077569	ENSG00000201129	SNORA58B	Gm24608
ENSMUSG00000070084	ENSG00000274705	MIR486-1	Mir486
ENSMUSG00000088981	ENSG00000238420	RNU6-437P	Gm25601
ENSMUSG00000076269	ENSG00000212027	MIR374B	Mir374b
ENSMUSG00000080607	ENSG00000221139	AC011774.1	Gm23839
ENSMUSG00000095531	ENSG00000201070	RNU4-84P	Gm25284
ENSMUSG00000094312	ENSG00000207451	RNU6-291P	Gm23242
ENSMUSG00000064697	ENSG00000252473	AC007684.1	Gm24147
ENSMUSG00000084731	ENSG00000201186	RNU4-33P	Gm25806
ENSMUSG00000084731	ENSG00000200974	RNU4-87P	Gm25806
ENSMUSG00000095316	ENSG00000187754	SSX7	Gm21876
ENSMUSG00000095316	ENSG00000268447	SSX2B	Gm21876
ENSMUSG00000095316	ENSG00000269791	SSX4B	Gm21876
ENSMUSG00000095316	ENSG00000126752	SSX1	Gm21876
ENSMUSG00000095316	ENSG00000165584	SSX3	Gm21876
ENSMUSG00000095316	ENSG00000165583	SSX5	Gm21876
ENSMUSG00000095316	ENSG00000268009	SSX4	Gm21876
ENSMUSG00000095316	ENSG00000241476	SSX2	Gm21876
ENSMUSG00000106348	ENSG00000284453	MIR1-2	Mir1a-2
ENSMUSG00000089396	ENSG00000206791	RNU1-129P	Gm23027
ENSMUSG00000089396	ENSG00000202167	RNU1-114P	Gm23027
ENSMUSG00000089396	ENSG00000201142	RNU1-151P	Gm23027
ENSMUSG00000089396	ENSG00000270384	RNU1-154P	Gm23027
ENSMUSG00000105450	ENSG00000281159	AC112786.1	Gm22813
ENSMUSG00000093044	ENSG00000200785	SNORD8	Snord8
ENSMUSG00000065105	ENSG00000206910	SNORA29	Gm26130
ENSMUSG00000096206	ENSG00000200903	RNU1-42P	Gm22317
ENSMUSG00000084432	ENSG00000222979	RN7SKP167	Gm23426
ENSMUSG00000099112	ENSG00000273658	AC023509.4	Gm27406
ENSMUSG00000088312	ENSG00000251939	RNU6-1278P	Gm26181
ENSMUSG00000074720	ENSG00000232423	PRAMEF6	AC140325.1
ENSMUSG00000074720	ENSG00000204505	PRAMEF9	AC140325.1
ENSMUSG00000074720	ENSG00000204479	PRAMEF17	AC140325.1
ENSMUSG00000074720	ENSG00000237700	PRAMEF33	AC140325.1
ENSMUSG00000074720	ENSG00000204501	PRAMEF15	AC140325.1
ENSMUSG00000074720	ENSG00000204480	PRAMEF19	AC140325.1
ENSMUSG00000074720	ENSG00000229571	PRAMEF25	AC140325.1
ENSMUSG00000074720	ENSG00000116721	PRAMEF1	AC140325.1
ENSMUSG00000074720	ENSG00000204481	PRAMEF14	AC140325.1
ENSMUSG00000074720	ENSG00000243073	PRAMEF4	AC140325.1
ENSMUSG00000074720	ENSG00000270601	PRAMEF5	AC140325.1
ENSMUSG00000074720	ENSG00000187545	PRAMEF10	AC140325.1
ENSMUSG00000074720	ENSG00000279169	PRAMEF13	AC140325.1
ENSMUSG00000074720	ENSG00000116726	PRAMEF12	AC140325.1
ENSMUSG00000074720	ENSG00000280267	PRAMEF26	AC140325.1
ENSMUSG00000074720	ENSG00000239810	PRAMEF11	AC140325.1
ENSMUSG00000074720	ENSG00000274764	PRAMEF27	AC140325.1
ENSMUSG00000074720	ENSG00000204478	PRAMEF20	AC140325.1
ENSMUSG00000074720	ENSG00000182330	PRAMEF8	AC140325.1
ENSMUSG00000074720	ENSG00000120952	PRAMEF2	AC140325.1
ENSMUSG00000074720	ENSG00000204510	PRAMEF7	AC140325.1
ENSMUSG00000074720	ENSG00000279804	PRAMEF18	AC140325.1
ENSMUSG00000093992	ENSG00000207357	RNU6-2	Gm26427
ENSMUSG00000105780	ENSG00000212279	AC012435.1	Snord80
ENSMUSG00000105780	ENSG00000212415	AC018515.1	Snord80
ENSMUSG00000105780	ENSG00000212414	SNORD77B	Snord80
ENSMUSG00000105780	ENSG00000251967	AC104304.1	Snord80
ENSMUSG00000105780	ENSG00000212347	AL031584.1	Snord80
ENSMUSG00000098393	ENSG00000273966	AC015978.1	Gm28000
ENSMUSG00000098393	ENSG00000278391	AC007241.1	Gm28000
ENSMUSG00000084741	ENSG00000199640	RN7SKP294	Gm25293
ENSMUSG00000065898	ENSG00000252421	RNU6-1069P	Gm24522
ENSMUSG00000065426	ENSG00000207993	MIR134	Mir134
ENSMUSG00000093815	ENSG00000200903	RNU1-42P	Gm26444
ENSMUSG00000077440	ENSG00000206754	SNORD101	Gm23130
ENSMUSG00000064797	ENSG00000201410	AC107024.1	Gm24357
ENSMUSG00000064797	ENSG00000202314	SNORD6	Gm24357
ENSMUSG00000097052	ENSG00000280496	SNORA17B	Snora43
ENSMUSG00000097052	ENSG00000252461	AC133550.1	Snora43
ENSMUSG00000088001	ENSG00000207019	RNU6-167P	Gm22883
ENSMUSG00000064862	ENSG00000206885	SNORA75	Gm25038
ENSMUSG00000088441	ENSG00000252026	RNU6-1262P	Gm25599
ENSMUSG00000088441	ENSG00000252008	RNU6-927P	Gm25599
ENSMUSG00000094306	ENSG00000200903	RNU1-42P	Gm24924
ENSMUSG00000087847	ENSG00000252481	SCARNA13	Gm25624
ENSMUSG00000094723	ENSG00000212428	AC124303.1	Gm23356
ENSMUSG00000094723	ENSG00000212528	SNORD115-47	Gm23356
ENSMUSG00000105886	ENSG00000281394	SCARNA4	Gm22813
ENSMUSG00000105886	ENSG00000280466	SCARNA4	Gm22813
ENSMUSG00000105448	ENSG00000281394	SCARNA4	Gm25820
ENSMUSG00000105448	ENSG00000280466	SCARNA4	Gm25820
ENSMUSG00000098816	ENSG00000276351	AC004556.4	Gm27786
ENSMUSG00000098816	ENSG00000274866	AC051649.2	Gm27786
ENSMUSG00000088790	ENSG00000207145	SNORA18	Gm22541
ENSMUSG00000098688	ENSG00000273621	AC098588.1	Gm27820
ENSMUSG00000093443	ENSG00000266692	AP001065.2	Gm22871
ENSMUSG00000077797	ENSG00000212493	SNORD19	Snord19
